frame,timestamp_s,brightness,saturation,edge_density,top_edge_density,bottom_edge_density,histogram_change,motion_score,scene_cut
234,7.8,128.2752,63.1779,0.023885,0.025248,0.017494,0.008542,0.061163,0
235,7.8333,128.3537,63.0253,0.02409,0.025334,0.017575,0.006029,0.039131,0
236,7.8667,128.271,63.2008,0.023988,0.02532,0.017494,0.005395,0.049732,0
237,7.9,128.2613,63.2246,0.023995,0.025408,0.017494,0.003737,0.029988,0
238,7.9333,128.1666,63.4001,0.024052,0.025737,0.017494,0.008693,0.039432,0
239,7.9667,128.1508,63.406,0.024155,0.025943,0.017494,0.005775,0.037672,0
240,8.0,128.1664,63.4133,0.02411,0.025917,0.017494,0.004023,0.033794,0
241,8.0333,128.1683,63.42,0.024068,0.025781,0.017494,0.004747,0.031807,0
242,8.0667,128.2285,63.323,0.024026,0.025568,0.017492,0.00401,0.054418,0
243,8.1,128.2497,63.2242,0.024395,0.025709,0.019066,0.008334,0.058939,0
244,8.1333,128.2355,63.3471,0.024087,0.02572,0.017494,0.009341,0.041049,0
245,8.1667,128.2232,63.3484,0.024052,0.025807,0.017494,0.004169,0.025681,0
246,8.2,128.2877,63.2842,0.024013,0.02556,0.017494,0.004182,0.024131,0
247,8.2333,128.3002,63.1917,0.024095,0.025511,0.017494,0.005053,0.028333,0
248,8.2667,128.3292,63.0942,0.02421,0.025588,0.01786,0.005494,0.023395,0
249,8.3,128.3355,63.1312,0.023999,0.025568,0.017494,0.005801,0.031351,0
250,8.3333,128.2791,63.2167,0.024007,0.025557,0.017481,0.004702,0.02456,0
251,8.3667,128.3232,63.1395,0.024001,0.025331,0.017481,0.004115,0.050434,0
252,8.4,128.2578,63.2375,0.024025,0.025454,0.017481,0.004745,0.04846,0
253,8.4333,128.2682,63.2147,0.024085,0.025606,0.017481,0.005752,0.081002,0
254,8.4667,128.2155,63.2947,0.024037,0.025599,0.017481,0.004996,0.028144,0
255,8.5,128.2572,63.2585,0.023944,0.025325,0.017481,0.005662,0.023028,0
256,8.5333,128.2671,63.2093,0.023966,0.025428,0.017481,0.00482,0.023071,0
257,8.5667,128.2746,63.266,0.023922,0.02525,0.017481,0.004726,0.030341,0
258,8.6,128.2634,63.2439,0.023951,0.025419,0.017481,0.003818,0.02223,0
259,8.6333,128.2886,63.2502,0.023983,0.025329,0.017481,0.004014,0.022233,0
260,8.6667,128.403,63.0538,0.024032,0.025454,0.017481,0.005384,0.057929,0
261,8.7,128.3145,63.1832,0.024084,0.025617,0.017481,0.004034,0.051658,0
262,8.7333,128.2754,63.2541,0.024089,0.025728,0.017481,0.004687,0.054389,0
263,8.7667,128.2725,63.2102,0.024105,0.025676,0.017481,0.003993,0.012654,0
264,8.8,128.3223,63.1449,0.024095,0.025603,0.017481,0.003833,0.021081,0
