frame,timestamp_s,brightness,saturation,edge_density,top_edge_density,bottom_edge_density,histogram_change,motion_score,scene_cut
329,10.9667,56.6582,33.2888,0.02348,0.0,0.0,0.002789,0.007599,0
330,11.0,56.6454,33.2639,0.023447,0.0,0.0,0.005128,0.01888,0
331,11.0333,56.6408,33.3037,0.023556,0.0,0.0,0.00388,0.005942,0
332,11.0667,56.665,33.2714,0.023465,0.0,0.0,0.003924,0.012509,0
333,11.1,56.6594,33.3087,0.023464,0.0,0.0,0.008176,0.015054,0
334,11.1333,56.6514,33.3216,0.023475,0.0,0.0,0.0034,0.009084,0
335,11.1667,56.6747,33.3238,0.023473,0.0,0.0,0.00641,0.014932,0
336,11.2,56.6955,33.3689,0.023513,0.0,0.0,0.005361,0.011552,0
337,11.2333,56.693,33.3713,0.023639,0.0,0.0,0.00494,0.011242,0
338,11.2667,56.7142,33.4472,0.023632,0.0,0.0,0.005606,0.015984,0
339,11.3,56.7123,33.5266,0.023808,0.0,0.0,0.006101,0.008265,0
340,11.3333,56.7237,33.5526,0.02382,0.0,0.0,0.005151,0.011664,0
341,11.3667,56.7408,33.7142,0.023953,0.0,0.0,0.005003,0.009096,0
342,11.4,56.7549,33.7865,0.023903,0.0,0.0,0.005147,0.012769,0
343,11.4333,56.809,33.8041,0.023919,0.0,0.0,0.007346,0.028458,0
344,11.4667,56.8084,33.7794,0.024023,0.0,0.0,0.004798,0.006919,0
345,11.5,56.7628,33.8963,0.02396,0.0,0.0,0.008792,0.079835,0
346,11.5333,56.8893,33.8937,0.023764,0.0,0.0,0.018482,0.050992,0
347,11.5667,56.9793,34.0062,0.023629,0.0,0.0,0.00529,0.035049,0
348,11.6,57.2675,34.9867,0.024934,0.0,0.0,0.01909,0.095235,0
349,11.6333,57.1145,34.8944,0.025507,0.0,0.0,0.018036,0.047189,0
350,11.6667,57.1257,34.8995,0.025391,0.0,0.0,0.004265,0.008636,0
351,11.7,57.1207,34.8968,0.025455,0.0,0.0,0.007473,0.018576,0
352,11.7333,57.1126,34.8741,0.025537,0.0,0.0,0.004574,0.007261,0
353,11.7667,57.1181,34.8551,0.025456,0.0,0.0,0.00492,0.016227,0
354,11.8,57.112,34.8711,0.025491,0.0,0.0,0.004508,0.005489,0
355,11.8333,57.0894,34.8873,0.025552,0.0,0.0,0.004012,0.01029,0
356,11.8667,57.0925,34.9209,0.025489,0.0,0.0,0.005458,0.004646,0
357,11.9,57.1086,34.9232,0.025443,0.0,0.0,0.004717,0.010015,0
358,11.9333,57.1193,34.9003,0.025527,0.0,0.0,0.005049,0.012668,0
359,11.9667,57.1347,34.9054,0.025492,0.0,0.0,0.004586,0.013569,0
360,12.0,57.1087,34.8826,0.025456,0.0,0.0,0.006488,0.011738,0
361,12.0333,57.1043,34.9056,0.025423,0.0,0.0,0.007253,0.010401,0
362,12.0667,57.0895,34.8817,0.025577,0.0,0.0,0.005643,0.005947,0
363,12.1,57.0917,34.9125,0.025527,0.0,0.0,0.006064,0.008479,0
364,12.1333,57.0961,34.9296,0.025462,0.0,0.0,0.005406,0.008761,0
365,12.1667,57.1215,34.8888,0.025439,0.0,0.0,0.006337,0.025582,0
366,12.2,57.1378,34.9149,0.025447,0.0,0.0,0.005437,0.008335,0
367,12.2333,57.114,34.8988,0.025478,0.0,0.0,0.005271,0.017422,0
368,12.2667,57.1012,34.9232,0.025403,0.0,0.0,0.004358,0.010819,0
369,12.3,57.1108,34.884,0.025308,0.0,0.0,0.00573,0.027298,0
370,12.3333,57.1033,34.8783,0.025302,0.0,0.0,0.003674,0.004575,0
371,12.3667,57.1038,34.907,0.025325,0.0,0.0,0.004997,0.008752,0
372,12.4,57.1097,34.9289,0.025335,0.0,0.0,0.005069,0.010207,0
373,12.4333,57.1364,34.9074,0.02541,0.0,0.0,0.005498,0.018813,0
374,12.4667,57.1391,34.9143,0.025332,0.0,0.0,0.005235,0.004729,0
375,12.5,57.1213,34.8927,0.02535,0.0,0.0,0.005045,0.015991,0
376,12.5333,57.1097,34.8828,0.025355,0.0,0.0,0.003981,0.00654,0
377,12.5667,57.1103,34.8978,0.025378,0.0,0.0,0.004002,0.004437,0
378,12.6,57.109,34.9071,0.025351,0.0,0.0,0.005617,0.007668,0
379,12.6333,57.1101,34.9217,0.025388,0.0,0.0,0.004085,0.012542,0
380,12.6667,57.1432,34.9604,0.025231,0.0,0.0,0.006435,0.015693,0
381,12.7,57.1549,34.9579,0.025216,0.0,0.0,0.006557,0.018706,0
382,12.7333,57.2625,34.909,0.025212,0.0,0.0,0.030228,0.016761,0
383,12.7667,57.2465,34.9231,0.025184,0.0,0.0,0.005253,0.013266,0
384,12.8,57.2885,34.8817,0.025232,0.0,0.0,0.007253,0.022526,0
385,12.8333,57.2814,34.8975,0.025324,0.0,0.0,0.005063,0.007533,0
386,12.8667,57.2816,34.9607,0.025231,0.0,0.0,0.005318,0.018155,0
387,12.9,57.2963,34.9399,0.025365,0.0,0.0,0.004998,0.012163,0
388,12.9333,57.2893,34.9391,0.025421,0.0,0.0,0.005665,0.018948,0
389,12.9667,57.2819,34.9202,0.025489,0.0,0.0,0.004511,0.006735,0
390,13.0,57.2697,34.9368,0.025476,0.0,0.0,0.004459,0.015809,0
391,13.0333,57.2626,34.9409,0.025482,0.0,0.0,0.004649,0.006035,0
392,13.0667,57.2657,34.9342,0.025514,0.0,0.0,0.003904,0.012159,0
393,13.1,57.2603,34.8927,0.025384,0.0,0.0,0.004138,0.009062,0
394,13.1333,57.2589,34.8997,0.025399,0.0,0.0,0.004275,0.011475,0
395,13.1667,57.2598,34.8995,0.025397,0.0,0.0,0.000558,0.002887,0
396,13.2,57.283,34.9292,0.025445,0.0,0.0,0.005469,0.018035,0
397,13.2333,57.2703,34.8959,0.025462,0.0,0.0,0.004985,0.01135,0
398,13.2667,57.2691,34.9027,0.025557,0.0,0.0,0.003305,0.010534,0
399,13.3,57.2738,34.9551,0.025458,0.0,0.0,0.004235,0.008387,0
400,13.3333,57.2571,34.9655,0.025548,0.0,0.0,0.007949,0.009048,0
401,13.3667,57.2734,34.996,0.025577,0.0,0.0,0.004604,0.007201,0
402,13.4,57.2862,35.0387,0.025762,0.0,0.0,0.005587,0.016385,0
403,13.4333,57.3053,35.0905,0.025735,0.0,0.0,0.005461,0.015232,0
404,13.4667,57.3164,35.1415,0.025763,0.0,0.0,0.00544,0.026115,0
405,13.5,57.3079,35.1441,0.025896,0.0,0.0,0.003642,0.008995,0
406,13.5333,57.293,35.2234,0.025937,0.0,0.0,0.006136,0.027473,0
407,13.5667,57.3272,35.217,0.026137,0.0,0.0,0.006424,0.009757,0
408,13.6,57.3373,35.2524,0.026068,0.0,0.0,0.005972,0.009165,0
409,13.6333,57.3456,35.2653,0.026139,0.0,0.0,0.004446,0.01009,0
410,13.6667,57.3504,35.284,0.026201,0.0,0.0,0.004645,0.01569,0
411,13.7,57.3206,35.2373,0.026186,0.0,0.0,0.005458,0.008185,0
412,13.7333,57.3135,35.2017,0.026239,0.0,0.0,0.005075,0.015538,0
413,13.7667,57.3197,35.2704,0.026135,0.0,0.0,0.006189,0.009555,0
414,13.8,57.3016,35.2715,0.026331,0.0,0.0,0.004385,0.012429,0
415,13.8333,57.3098,35.2963,0.026311,0.0,0.0,0.005299,0.008113,0
416,13.8667,57.318,35.3044,0.026312,0.0,0.0,0.004798,0.010007,0
417,13.9,57.3152,35.3193,0.026441,0.0,0.0,0.004829,0.013985,0
418,13.9333,57.3285,35.3255,0.026393,0.0,0.0,0.006114,0.015361,0
419,13.9667,57.3343,35.2954,0.026418,0.0,0.0,0.004803,0.01174,0
420,14.0,57.3284,35.3377,0.026443,0.0,0.0,0.00438,0.010848,0
421,14.0333,57.3359,35.4446,0.026442,0.0,0.0,0.004752,0.006355,0
422,14.0667,57.3407,35.4861,0.02648,0.0,0.0,0.005371,0.01077,0
423,14.1,57.3323,35.4979,0.026511,0.0,0.0,0.003821,0.006545,0
424,14.1333,57.3705,35.5601,0.026521,0.0,0.0,0.00454,0.020953,0
425,14.1667,57.3803,35.539,0.026545,0.0,0.0,0.005016,0.022052,0
426,14.2,57.3771,35.5495,0.026546,0.0,0.0,0.00386,0.018398,0
427,14.2333,57.3487,35.59,0.026529,0.0,0.0,0.004489,0.012848,0
428,14.2667,57.3607,35.5832,0.026568,0.0,0.0,0.003718,0.011512,0
429,14.3,57.37,35.62,0.026518,0.0,0.0,0.004771,0.009363,0
430,14.3333,57.3714,35.6635,0.026583,0.0,0.0,0.004329,0.011774,0
431,14.3667,57.3789,35.695,0.026494,0.0,0.0,0.0044,0.007722,0
432,14.4,57.408,35.6605,0.026559,0.0,0.0,0.00567,0.020462,0
433,14.4333,57.4302,35.6555,0.026649,0.0,0.0,0.003502,0.011679,0
434,14.4667,57.4038,35.6918,0.02657,0.0,0.0,0.005662,0.021256,0
435,14.5,57.3965,35.6968,0.02664,0.0,0.0,0.004102,0.010682,0
436,14.5333,57.4001,35.7417,0.02659,0.0,0.0,0.003592,0.007634,0
437,14.5667,57.3936,35.7946,0.026617,0.0,0.0,0.005147,0.01051,0
438,14.6,57.4007,35.795,0.02659,0.0,0.0,0.004223,0.012834,0
439,14.6333,57.4254,35.8618,0.026577,0.0,0.0,0.004947,0.011269,0
440,14.6667,57.4528,35.9466,0.026551,0.0,0.0,0.007017,0.020629,0
441,14.7,57.4487,35.9765,0.026543,0.0,0.0,0.003537,0.007738,0
442,14.7333,57.4355,35.9629,0.026471,0.0,0.0,0.004665,0.009424,0
443,14.7667,57.4416,36.019,0.026403,0.0,0.0,0.005109,0.023181,0
444,14.8,57.4816,36.0358,0.02652,0.0,0.0,0.005101,0.01352,0
445,14.8333,57.4925,36.0492,0.02649,0.0,0.0,0.004567,0.006329,0
446,14.8667,57.4978,36.1637,0.026534,0.0,0.0,0.005925,0.02272,0
447,14.9,57.5341,36.2254,0.026571,0.0,0.0,0.007389,0.032493,0
448,14.9333,57.5161,36.2327,0.026578,0.0,0.0,0.005817,0.009623,0
449,14.9667,57.4996,36.2364,0.026676,0.0,0.0,0.006135,0.015374,0
450,15.0,57.5031,36.3044,0.026584,0.0,0.0,0.004976,0.011215,0
451,15.0333,57.5087,36.2896,0.026599,0.0,0.0,0.006448,0.010522,0
452,15.0667,57.498,36.3028,0.026616,0.0,0.0,0.005027,0.008487,0
453,15.1,57.5062,36.3703,0.026611,0.0,0.0,0.004336,0.00859,0
454,15.1333,57.5213,36.4054,0.026654,0.0,0.0,0.005446,0.00799,0
455,15.1667,57.5423,36.4473,0.026742,0.0,0.0,0.006826,0.014181,0
456,15.2,57.5569,36.4533,0.026676,0.0,0.0,0.003589,0.006179,0
457,15.2333,57.5476,36.4653,0.026636,0.0,0.0,0.004661,0.014964,0
458,15.2667,57.5348,36.4605,0.026701,0.0,0.0,0.00591,0.007314,0
459,15.3,57.535,36.5382,0.026724,0.0,0.0,0.00627,0.00851,0
460,15.3333,57.5456,36.5764,0.026743,0.0,0.0,0.004347,0.007564,0
461,15.3667,57.5599,36.6572,0.026661,0.0,0.0,0.004716,0.01593,0
462,15.4,57.5699,36.6339,0.026581,0.0,0.0,0.006702,0.012937,0
463,15.4333,57.6068,36.6166,0.026557,0.0,0.0,0.004458,0.021826,0
464,15.4667,57.598,36.664,0.02649,0.0,0.0,0.004713,0.009004,0
465,15.5,57.5717,36.6742,0.026627,0.0,0.0,0.004787,0.021059,0
466,15.5333,57.5911,36.7851,0.026669,0.0,0.0,0.005039,0.007186,0
467,15.5667,57.5752,36.7886,0.026714,0.0,0.0,0.006843,0.017931,0
468,15.6,57.5829,36.8156,0.02667,0.0,0.0,0.005014,0.008002,0
469,15.6333,57.5777,36.8284,0.026727,0.0,0.0,0.005916,0.011485,0
470,15.6667,57.6029,36.8595,0.026697,0.0,0.0,0.006987,0.014595,0
471,15.7,57.584,36.8807,0.026584,0.0,0.0,0.009746,0.066759,0
472,15.7333,57.6616,36.8804,0.026434,0.0,0.0,0.017421,0.039616,0
473,15.7667,57.7246,36.9773,0.026279,0.0,0.0,0.006073,0.017449,0
474,15.8,57.6473,36.8848,0.026446,0.0,0.0,0.006319,0.02198,0
475,15.8333,57.8536,36.9347,0.026818,0.0,0.0,0.013272,0.058286,0
476,15.8667,57.7786,37.0938,0.026239,0.0,0.0,0.012622,0.028779,0
477,15.9,57.7862,37.1295,0.026138,0.0,0.0,0.004952,0.018584,0
478,15.9333,57.7656,37.1212,0.026139,0.0,0.0,0.005835,0.017484,0
479,15.9667,57.5924,37.1394,0.026578,0.0,0.0,0.019677,0.050473,0
480,16.0,57.5938,37.1403,0.026604,0.0,0.0,0.006769,0.026848,0
481,16.0333,57.6232,37.2713,0.026633,0.0,0.0,0.00555,0.01309,0
482,16.0667,57.6221,37.3708,0.026621,0.0,0.0,0.004757,0.007931,0
483,16.1,57.6304,37.4555,0.026467,0.0,0.0,0.005299,0.025083,0
484,16.1333,57.6078,37.5601,0.026538,0.0,0.0,0.004629,0.022173,0
485,16.1667,57.6052,37.617,0.026576,0.0,0.0,0.006385,0.006226,0
486,16.2,57.6089,37.6273,0.026495,0.0,0.0,0.00654,0.005288,0
487,16.2333,57.5961,37.6521,0.026518,0.0,0.0,0.006839,0.013059,0
488,16.2667,57.607,37.646,0.026527,0.0,0.0,0.005978,0.013297,0
489,16.3,57.6192,37.6546,0.026447,0.0,0.0,0.004606,0.012129,0
490,16.3333,57.6081,37.6446,0.026477,0.0,0.0,0.003915,0.010027,0
491,16.3667,57.6191,37.617,0.026569,0.0,0.0,0.003788,0.014184,0
492,16.4,57.6262,37.6366,0.026577,0.0,0.0,0.004267,0.005097,0
493,16.4333,57.6127,37.6413,0.026601,0.0,0.0,0.003426,0.007758,0
494,16.4667,57.6459,37.6941,0.02633,0.0,0.0,0.018736,0.05021,0
495,16.5,57.7343,37.7659,0.026224,0.0,0.0,0.008814,0.028697,0
496,16.5333,57.7634,37.7718,0.026234,0.0,0.0,0.004785,0.0142,0
497,16.5667,57.6966,37.733,0.026432,0.0,0.0,0.005548,0.017377,0
498,16.6,57.8719,37.7179,0.026717,0.0,0.0,0.013169,0.059556,0
499,16.6333,57.8045,37.7919,0.026172,0.0,0.0,0.010817,0.025413,0
500,16.6667,57.8078,37.7987,0.026086,0.0,0.0,0.004217,0.014304,0
501,16.7,57.7909,37.7528,0.026149,0.0,0.0,0.004378,0.016228,0
502,16.7333,57.4993,37.3632,0.026658,0.0,0.0,0.038017,0.077862,0
503,16.7667,57.5163,37.3196,0.026695,0.0,0.0,0.007786,0.021055,0
504,16.8,57.5232,37.3531,0.026729,0.0,0.0,0.005397,0.020005,0
505,16.8333,57.5094,37.2905,0.026743,0.0,0.0,0.005282,0.007781,0
506,16.8667,57.5133,37.353,0.026669,0.0,0.0,0.006363,0.018399,0
507,16.9,57.4983,37.3565,0.026676,0.0,0.0,0.004669,0.005075,0
508,16.9333,57.4975,37.3637,0.026688,0.0,0.0,0.006669,0.007646,0
509,16.9667,57.5113,37.4116,0.026594,0.0,0.0,0.006278,0.011173,0
510,17.0,57.5624,37.3698,0.026699,0.0,0.0,0.005779,0.018404,0
511,17.0333,57.5884,37.4185,0.026744,0.0,0.0,0.006341,0.01381,0
512,17.0667,57.5732,37.4153,0.026781,0.0,0.0,0.00531,0.008186,0
513,17.1,57.5681,37.4426,0.0267,0.0,0.0,0.004985,0.011434,0
514,17.1333,57.5212,37.4146,0.026755,0.0,0.0,0.005286,0.012355,0
515,17.1667,57.529,37.4566,0.02678,0.0,0.0,0.005217,0.007052,0
516,17.2,57.5185,37.4905,0.026821,0.0,0.0,0.00691,0.014236,0
517,17.2333,57.5436,37.5323,0.026815,0.0,0.0,0.004797,0.011313,0
518,17.2667,57.5524,37.5352,0.02697,0.0,0.0,0.00762,0.017817,0
519,17.3,57.5607,37.5354,0.026959,0.0,0.0,0.004043,0.008668,0
520,17.3333,57.5492,37.5471,0.026996,0.0,0.0,0.005062,0.009763,0
521,17.3667,57.5413,37.5531,0.027032,0.0,0.0,0.003788,0.010453,0
522,17.4,57.5553,37.5763,0.026949,0.0,0.0,0.003555,0.01775,0
523,17.4333,57.5554,37.5983,0.027035,0.0,0.0,0.006806,0.009511,0
524,17.4667,57.5425,37.6318,0.027168,0.0,0.0,0.00463,0.019706,0
525,17.5,57.5603,37.7262,0.027035,0.0,0.0,0.006171,0.006999,0
526,17.5333,57.5712,37.6754,0.027188,0.0,0.0,0.007037,0.015701,0
527,17.5667,57.5798,37.6846,0.027183,0.0,0.0,0.003784,0.006664,0
528,17.6,57.569,37.7718,0.027239,0.0,0.0,0.005149,0.013035,0
529,17.6333,57.5552,37.7869,0.027281,0.0,0.0,0.003987,0.009324,0
530,17.6667,57.575,37.7885,0.027234,0.0,0.0,0.00369,0.013429,0
531,17.7,57.5711,37.8199,0.027277,0.0,0.0,0.005207,0.008547,0
532,17.7333,57.5654,37.8484,0.027282,0.0,0.0,0.004567,0.010843,0
533,17.7667,57.5814,37.8509,0.02715,0.0,0.0,0.003976,0.009351,0
534,17.8,57.598,37.8051,0.027281,0.0,0.0,0.007382,0.016472,0
535,17.8333,57.5975,37.791,0.027324,0.0,0.0,0.003564,0.005223,0
536,17.8667,57.5928,37.8745,0.027237,0.0,0.0,0.004358,0.018584,0
537,17.9,57.5845,37.89,0.027247,0.0,0.0,0.005187,0.007401,0
538,17.9333,57.5765,37.9549,0.027314,0.0,0.0,0.003903,0.009127,0
539,17.9667,57.581,37.9682,0.027326,0.0,0.0,0.004983,0.006747,0
540,18.0,57.5872,38.0108,0.027357,0.0,0.0,0.005489,0.008049,0
541,18.0333,57.5973,38.0145,0.027342,0.0,0.0,0.004102,0.010994,0
542,18.0667,57.6228,38.0162,0.027446,0.0,0.0,0.006384,0.027519,0
543,18.1,57.6215,38.0095,0.027336,0.0,0.0,0.003637,0.00675,0
544,18.1333,57.59,38.0249,0.027374,0.0,0.0,0.004543,0.029213,0
545,18.1667,57.588,38.0226,0.027358,0.0,0.0,0.003404,0.005192,0
546,18.2,57.5904,38.0575,0.027413,0.0,0.0,0.005902,0.016738,0
547,18.2333,57.5973,38.0972,0.027365,0.0,0.0,0.005136,0.009614,0
548,18.2667,57.6024,38.0731,0.027502,0.0,0.0,0.005048,0.007973,0
549,18.3,57.6186,38.1083,0.027509,0.0,0.0,0.004192,0.013128,0
550,18.3333,57.6326,38.1007,0.027503,0.0,0.0,0.004407,0.012154,0
551,18.3667,57.6148,38.1071,0.027542,0.0,0.0,0.004758,0.014645,0
552,18.4,57.6075,38.1219,0.027504,0.0,0.0,0.004032,0.006993,0
553,18.4333,57.5996,38.1406,0.027482,0.0,0.0,0.004264,0.009177,0
554,18.4667,57.5996,38.146,0.027605,0.0,0.0,0.005512,0.008138,0
555,18.5,57.6024,38.1801,0.027526,0.0,0.0,0.003701,0.006684,0
556,18.5333,57.6152,38.1787,0.027445,0.0,0.0,0.004785,0.017908,0
557,18.5667,58.0833,37.3803,0.02778,0.0,0.0,0.025981,0.031535,0
558,18.6,57.7411,38.1118,0.02755,0.0,0.0,0.019464,0.021201,0
559,18.6333,57.7267,38.1147,0.027592,0.0,0.0,0.00515,0.012831,0
560,18.6667,57.7165,38.1282,0.027631,0.0,0.0,0.003189,0.004705,0
561,18.7,57.7458,38.1215,0.027525,0.0,0.0,0.010457,0.019915,0
562,18.7333,57.7453,38.1351,0.027514,0.0,0.0,0.009634,0.004017,0
563,18.7667,57.7375,38.1291,0.027564,0.0,0.0,0.010123,0.021184,0
564,18.8,57.7573,38.1739,0.027626,0.0,0.0,0.009293,0.009689,0
565,18.8333,57.7752,38.1697,0.027529,0.0,0.0,0.005258,0.023248,0
566,18.8667,57.7619,38.1415,0.027688,0.0,0.0,0.005075,0.00809,0
567,18.9,57.7519,38.1799,0.027546,0.0,0.0,0.005188,0.011008,0
568,18.9333,57.7465,38.1828,0.027563,0.0,0.0,0.006081,0.005023,0
569,18.9667,57.7407,38.1942,0.02756,0.0,0.0,0.005204,0.012668,0
570,19.0,57.7442,38.2059,0.027495,0.0,0.0,0.003921,0.006134,0
571,19.0333,57.7655,38.2044,0.027364,0.0,0.0,0.007081,0.018142,0
572,19.0667,57.7762,38.2,0.027473,0.0,0.0,0.005888,0.012197,0
573,19.1,57.7534,38.219,0.027403,0.0,0.0,0.009304,0.011911,0
574,19.1333,57.7576,38.153,0.027418,0.0,0.0,0.009949,0.013799,0
575,19.1667,57.7639,38.1411,0.027471,0.0,0.0,0.009974,0.020848,0
576,19.2,57.7816,38.1608,0.027411,0.0,0.0,0.010199,0.014214,0
577,19.2333,57.7626,38.2099,0.027548,0.0,0.0,0.009237,0.012324,0
578,19.2667,57.7927,38.2133,0.027521,0.0,0.0,0.008887,0.010373,0
579,19.3,57.8032,38.2375,0.027514,0.0,0.0,0.005425,0.012214,0
580,19.3333,57.7516,38.206,0.027659,0.0,0.0,0.009549,0.018786,0
581,19.3667,57.8047,38.1681,0.027599,0.0,0.0,0.008913,0.024624,0
582,19.4,57.7735,38.1588,0.02758,0.0,0.0,0.008667,0.01139,0
583,19.4333,57.7758,38.1265,0.02771,0.0,0.0,0.009078,0.017795,0
584,19.4667,57.7521,38.1699,0.027627,0.0,0.0,0.009204,0.01074,0
585,19.5,57.7572,38.1445,0.027815,0.0,0.0,0.010026,0.012495,0
586,19.5333,57.7651,38.1743,0.027797,0.0,0.0,0.004103,0.006904,0
587,19.5667,57.7346,38.2121,0.027668,0.0,0.0,0.009723,0.013875,0
588,19.6,57.7669,38.2016,0.027731,0.0,0.0,0.009966,0.011165,0
589,19.6333,57.7373,38.2581,0.027595,0.0,0.0,0.011527,0.054348,0
590,19.6667,57.8113,38.2044,0.027645,0.0,0.0,0.016182,0.033678,0
591,19.7,57.8272,38.2524,0.027565,0.0,0.0,0.010548,0.026768,0
592,19.7333,57.8747,38.3305,0.027505,0.0,0.0,0.005223,0.011067,0
593,19.7667,57.9233,38.3056,0.027665,0.0,0.0,0.010311,0.015447,0
594,19.8,57.8781,38.3657,0.027672,0.0,0.0,0.00976,0.014059,0
595,19.8333,57.8377,38.3924,0.027769,0.0,0.0,0.027452,0.070061,0
596,19.8667,57.8042,38.4963,0.027444,0.0,0.0,0.019378,0.07614,0
597,19.9,57.8297,38.5424,0.027432,0.0,0.0,0.005449,0.016933,0
598,19.9333,57.8566,38.568,0.027495,0.0,0.0,0.009824,0.012552,0
599,19.9667,57.8057,38.5143,0.027593,0.0,0.0,0.010167,0.022053,0
600,20.0,57.8066,38.5261,0.027739,0.0,0.0,0.00988,0.019166,0
601,20.0333,57.6243,38.3845,0.028023,0.0,0.0,0.017887,0.070374,0
602,20.0667,57.689,38.4059,0.027885,0.0,0.0,0.012218,0.029259,0
603,20.1,57.6078,38.4869,0.028037,0.0,0.0,0.041216,0.036076,0
604,20.1333,57.6073,38.4809,0.028051,0.0,0.0,0.002377,0.006231,0
605,20.1667,57.611,38.5217,0.028091,0.0,0.0,0.005978,0.005113,0
606,20.2,57.6063,38.4984,0.028088,0.0,0.0,0.002561,0.009775,0
607,20.2333,57.6046,38.4891,0.028102,0.0,0.0,0.003787,0.006875,0
608,20.2667,57.6043,38.5217,0.028138,0.0,0.0,0.005592,0.006869,0
609,20.3,57.604,38.524,0.028217,0.0,0.0,0.001508,0.003598,0
610,20.3333,57.6039,38.521,0.028208,0.0,0.0,0.000839,0.00255,0
611,20.3667,57.6034,38.5611,0.028181,0.0,0.0,0.002778,0.00394,0
612,20.4,57.6032,38.566,0.028194,0.0,0.0,0.000815,0.002595,0
613,20.4333,57.6024,38.5504,0.028207,0.0,0.0,0.002602,0.00409,0
614,20.4667,57.6013,38.5214,0.028205,0.0,0.0,0.006049,0.005359,0
615,20.5,57.6006,38.5263,0.028281,0.0,0.0,0.00163,0.002665,0
616,20.5333,57.6007,38.5216,0.028264,0.0,0.0,0.000618,0.000202,0
617,20.5667,57.6005,38.5161,0.028263,0.0,0.0,0.002246,0.0017,0
618,20.6,57.6006,38.5186,0.028265,0.0,0.0,0.000595,0.002666,0
619,20.6333,57.6006,38.5149,0.028251,0.0,0.0,0.000222,4.9e-05,0
620,20.6667,57.6007,38.5052,0.028251,0.0,0.0,0.000649,0.002584,0
621,20.7,57.6007,38.5093,0.028265,0.0,0.0,0.000169,4.9e-05,0
622,20.7333,57.6007,38.5053,0.028264,0.0,0.0,0.000205,0.002431,0
623,20.7667,57.6006,38.5071,0.028264,0.0,0.0,0.00077,0.002593,0
624,20.8,57.6006,38.5114,0.028264,0.0,0.0,0.000237,0.00261,0
625,20.8333,57.6016,38.5392,0.028265,0.0,0.0,0.00085,0.001281,0
626,20.8667,57.6008,38.5112,0.028264,0.0,0.0,0.00107,0.002812,0
627,20.9,57.6007,38.5068,0.028265,0.0,0.0,0.000359,0.002468,0
628,20.9333,57.6006,38.5016,0.028273,0.0,0.0,0.001682,0.001781,0
629,20.9667,57.6006,38.5057,0.028273,0.0,0.0,0.000301,0.002457,0
630,21.0,57.6006,38.5031,0.028273,0.0,0.0,0.0005,0.002523,0
631,21.0333,57.5998,38.5298,0.028294,0.0,0.0,0.00278,0.00338,0
632,21.0667,57.5999,38.5345,0.028298,0.0,0.0,0.000414,0.003672,0
633,21.1,57.5999,38.5307,0.028298,0.0,0.0,0.00028,0.002447,0
634,21.1333,57.5999,38.5229,0.028301,0.0,0.0,0.001325,0.002567,0
635,21.1667,57.5999,38.5269,0.028301,0.0,0.0,0.000265,0.00078,0
636,21.2,57.5999,38.5228,0.028299,0.0,0.0,0.000209,5.3e-05,0
637,21.2333,57.6,38.5259,0.028302,0.0,0.0,0.001207,0.001133,0
638,21.2667,57.6,38.5292,0.028302,0.0,0.0,0.000163,9.6e-05,0
639,21.3,57.6,38.527,0.028304,0.0,0.0,0.000787,0.002503,0
640,21.3333,57.5989,38.5244,0.028285,0.0,0.0,0.002024,0.003875,0
641,21.3667,57.5989,38.5285,0.028318,0.0,0.0,0.000609,0.001109,0
642,21.4,57.599,38.5246,0.028319,0.0,0.0,0.000348,5.4e-05,0
643,21.4333,57.5991,38.53,0.028311,0.0,0.0,0.00124,0.002637,0
644,21.4667,57.5992,38.5298,0.028311,0.0,0.0,0.000215,0.002452,0
645,21.5,57.5988,38.5304,0.028217,0.0,0.0,0.000781,0.002937,0
646,21.5333,57.5982,38.55,0.028269,0.0,0.0,0.003435,0.006348,0
647,21.5667,57.5979,38.5556,0.028278,0.0,0.0,0.000758,0.003176,0
648,21.6,57.5979,38.556,0.028268,0.0,0.0,0.000514,0.002975,0
649,21.6333,57.5982,38.5709,0.028261,0.0,0.0,0.002486,0.005615,0
650,21.6667,57.5981,38.5681,0.028262,0.0,0.0,0.000554,9.9e-05,0
651,21.7,57.599,38.567,0.02826,0.0,0.0,0.001771,0.002931,0
652,21.7333,57.5979,38.5515,0.028254,0.0,0.0,0.000874,0.003255,0
653,21.7667,57.5979,38.5505,0.028255,0.0,0.0,0.000248,4.4e-05,0
654,21.8,57.5978,38.5413,0.028269,0.0,0.0,0.002313,0.002859,0
655,21.8333,57.5978,38.5407,0.028252,0.0,0.0,0.000188,5.9e-05,0
656,21.8667,57.5978,38.5406,0.028253,0.0,0.0,9.5e-05,0.00022,0
657,21.9,57.5978,38.5411,0.028251,0.0,0.0,0.001189,5.7e-05,0
658,21.9333,57.5979,38.541,0.028251,0.0,0.0,4.6e-05,4.4e-05,0
659,21.9667,57.5979,38.541,0.028251,0.0,0.0,0.0,4.4e-05,0
660,22.0,57.5978,38.5414,0.028252,0.0,0.0,0.000344,0.002702,0
661,22.0333,57.5978,38.5414,0.028252,0.0,0.0,0.0,0.002709,0
662,22.0667,57.5978,38.5414,0.028252,0.0,0.0,2e-05,5.3e-05,0
663,22.1,57.598,38.5416,0.028252,0.0,0.0,0.000805,0.00296,0
